id,group,en,fr,it,de,es
MONSTER_95,MONSTER_NAME,Onix,Onix,Onix,Onix,Onix
MONSTER_95_DESC,MONSTER_DESCRIPTION,Rock Snake Pokémon,Pokémon Serpenroc,Pokémon Serpesasso,Felsnatter-Pokémon,Pokémon Serpiente Roca
MONSTER_96,MONSTER_NAME,Drowzee,Soporifik,Drowzee,Traumato,Drowzee
MONSTER_96_DESC,MONSTER_DESCRIPTION,Hypnosis Pokémon,Pokémon Hypnose,Pokémon Ipnosi,Hypnose,Pokémon Hipnosis
MONSTER_97,MONSTER_NAME,Hypno,Hypnomade,Hypno,Hypno,Hypno
MONSTER_97_DESC,MONSTER_DESCRIPTION,Hypnosis Pokémon,Pokémon Hypnose,Pokémon Ipnosi,Hypnose,Pokémon Hipnosis
MONSTER_98,MONSTER_NAME,Krabby,Krabby,Krabby,Krabby,Krabby
MONSTER_98_DESC,MONSTER_DESCRIPTION,River Crab Pokémon,Pokémon Doux Crabe,Pokémon Granchio,Krabben-Pokémon,Pokémon Cangrejo
MONSTER_99,MONSTER_NAME,Kingler,Krabboss,Kingler,Kingler,Kingler
MONSTER_99_DESC,MONSTER_DESCRIPTION,Pincer Pokémon,Pokémon Pince,Pokémon Chela,Kneifer-Pokémon,Pokémon Tenaza
MONSTER_100,MONSTER_NAME,Voltorb,Voltorbe,Voltorb,Voltobal,Voltorb
MONSTER_100_DESC,MONSTER_DESCRIPTION,Ball Pokémon,Pokémon Balle,Pokémon Ball,Ball,Pokémon Bola
MONSTER_101,MONSTER_NAME,Electrode,Électrode,Electrode,Lektrobal,Electrode
MONSTER_101_DESC,MONSTER_DESCRIPTION,Ball Pokémon,Pokémon Balle,Pokémon Ball,Ball,Pokémon Bola
MONSTER_102,MONSTER_NAME,Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute
MONSTER_102_DESC,MONSTER_DESCRIPTION,Egg Pokémon,Pokémon Œuf,Pokémon Uovo,Ei-Pokémon,Pokémon Huevo
MONSTER_103,MONSTER_NAME,Exeggutor,Noadkoko,Exeggutor,Kokowei,Exeggutor
MONSTER_103_DESC,MONSTER_DESCRIPTION,Coconut Pokémon,Pokémon Fruitpalme,Pokémon Nocecocco,Palmfrucht-Pokémon,Pokémon Coco
MONSTER_104,MONSTER_NAME,Cubone,Osselait,Cubone,Tragosso,Cubone
MONSTER_104_DESC,MONSTER_DESCRIPTION,Lonely Pokémon,Pokémon Solitaire,Pokémon Solitario,Einsam-Pokémon,Pokémon Solitario
MONSTER_105,MONSTER_NAME,Marowak,Ossatueur,Marowak,Knogga,Marowak
MONSTER_105_DESC,MONSTER_DESCRIPTION,Bone Keeper Pokémon,Pokémon Gard’Os,Pokémon Guardaossi,Knochenfan-Pokémon,Pokémon Apilahueso
MONSTER_106,MONSTER_NAME,Hitmonlee,Kicklee,Hitmonlee,Kicklee,Hitmonlee
MONSTER_106_DESC,MONSTER_DESCRIPTION,Kicking Pokémon,Pokémon Latteur,Pokémon Tiracalci,Kicker-Pokémon,Pokémon Patada
MONSTER_107,MONSTER_NAME,Hitmonchan,Tygnon,Hitmonchan,Nockchan,Hitmonchan
MONSTER_107_DESC,MONSTER_DESCRIPTION,Punching Pokémon,Pokémon Puncheur,Pokémon Tirapugni,Puncher-Pokémon,Pokémon Puñetazo
MONSTER_108,MONSTER_NAME,Lickitung,Excelangue,Lickitung,Schlurp,Lickitung
MONSTER_108_DESC,MONSTER_DESCRIPTION,Licking Pokémon,Pokémon Lécheur,Pokémon Linguaccia,Schlecker-Pokémon,Pokémon Lametazo
MONSTER_109,MONSTER_NAME,Koffing,Smogo,Koffing,Smogon,Koffing
MONSTER_109_DESC,MONSTER_DESCRIPTION,Poison Gas Pokémon,Pokémon Gaz Mortel,Pokémon Velenuvola,Giftwolken-Pokémon,Pokémon Gas Venenoso
MONSTER_110,MONSTER_NAME,Weezing,Smogogo,Weezing,Smogmog,Weezing
MONSTER_110_DESC,MONSTER_DESCRIPTION,Poison Gas Pokémon,Pokémon Gaz Mortel,Pokémon Velenuvola,Giftwolken-Pokémon,Pokémon Gas Venenoso
MONSTER_111,MONSTER_NAME,Rhyhorn,Rhinocorne,Rhyhorn,Rihorn,Rhyhorn
MONSTER_111_DESC,MONSTER_DESCRIPTION,Spikes Pokémon,Pokémon Piquant,Pokémon Punzoni,Stachler-Pokémon,Pokémon Clavos
MONSTER_112,MONSTER_NAME,Rhydon,Rhinoféros,Rhydon,Rizeros,Rhydon
MONSTER_112_DESC,MONSTER_DESCRIPTION,Drill Pokémon,Pokémon Perceur,Pokémon Trapano,Bohrer-Pokémon,Pokémon Taladro
MONSTER_113,MONSTER_NAME,Chansey,Leveinard,Chansey,Chaneira,Chansey
MONSTER_113_DESC,MONSTER_DESCRIPTION,Egg Pokémon,Pokémon Œuf,Pokémon Uovo,Ei-Pokémon,Pokémon Huevo
MONSTER_114,MONSTER_NAME,Tangela,Saquedeneu,Tangela,Tangela,Tangela
MONSTER_114_DESC,MONSTER_DESCRIPTION,Vine Pokémon,Pokémon Vigne,Pokémon Liana,Ranken-Pokémon,Pokémon Enredadera
MONSTER_115,MONSTER_NAME,Kangaskhan,Kangourex,Kangaskhan,Kangama,Kangaskhan
MONSTER_115_DESC,MONSTER_DESCRIPTION,Parent Pokémon,Pokémon Maternel,Pokémon Genitore,Muttertier-Pokémon,Pokémon Maternal
MONSTER_116,MONSTER_NAME,Horsea,Hypotrempe,Horsea,Seeper,Horsea
MONSTER_116_DESC,MONSTER_DESCRIPTION,Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón
MONSTER_117,MONSTER_NAME,Seadra,Hypocéan,Seadra,Seemon,Seadra
MONSTER_117_DESC,MONSTER_DESCRIPTION,Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón
MONSTER_118,MONSTER_NAME,Goldeen,Poissirène,Goldeen,Goldini,Goldeen
MONSTER_118_DESC,MONSTER_DESCRIPTION,Goldfish Pokémon,Pokémon Poisson,Pokémon Pescerosso,Goldfisch-Pokémon,Pokémon Pez Color
MONSTER_119,MONSTER_NAME,Seaking,Poissoroy,Seaking,Golking,Seaking
MONSTER_119_DESC,MONSTER_DESCRIPTION,Goldfish Pokémon,Pokémon Poisson,Pokémon Pescerosso,Goldfisch-Pokémon,Pokémon Pez Color
MONSTER_120,MONSTER_NAME,Staryu,Stari,Staryu,Sterndu,Staryu
MONSTER_120_DESC,MONSTER_DESCRIPTION,Star Shape Pokémon,Pokémon Étoile,Pokémon Stella,Sternform-Pokémon,Pokémon Estrella
MONSTER_121,MONSTER_NAME,Starmie,Staross,Starmie,Starmie,Starmie
MONSTER_121_DESC,MONSTER_DESCRIPTION,Mysterious Pokémon,Pokémon Mystérieux,Pokémon Misterioso,Mysteriös-Pokémon,Pokémon Misterioso
MONSTER_122,MONSTER_NAME,Mr. Mime,M. Mime,Mr. Mime,Pantimos,Mr. Mime
MONSTER_122_DESC,MONSTER_DESCRIPTION,Barrier Pokémon,Pokémon Bloqueur,Pokémon Barriera,Sperren-Pokémon,Pokémon Barrera
MONSTER_123,MONSTER_NAME,Scyther,Insécateur,Scyther,Sichlor,Scyther
MONSTER_123_DESC,MONSTER_DESCRIPTION,Mantis Pokémon,Pokémon Mante,Pokémon Mantide,Mantis-Pokémon,Pokémon Mantis
MONSTER_124,MONSTER_NAME,Jynx,Lippoutou,Jynx,Rossana,Jynx
MONSTER_124_DESC,MONSTER_DESCRIPTION,Human Shape Pokémon,Pokémon Humanoïde,Pokémon Umanoide,Humanotyp-Pokémon,Pokémon Forma Humana
MONSTER_125,MONSTER_NAME,Electabuzz,Élektek,Electabuzz,Elektek,Electabuzz
MONSTER_125_DESC,MONSTER_DESCRIPTION,Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico
MONSTER_126,MONSTER_NAME,Magmar,Magmar,Magmar,Magmar,Magmar
MONSTER_126_DESC,MONSTER_DESCRIPTION,Spitfire Pokémon,Pokémon Crache-Feu,Pokémon Sputafuoco,Brenner-Pokémon,Pokémon Escupefuego
MONSTER_127,MONSTER_NAME,Pinsir,Scarabrute,Pinsir,Pinsir,Pinsir
MONSTER_127_DESC,MONSTER_DESCRIPTION,Stag Beetle Pokémon,Pokémon Scarabée,Pokémon Cervolante,Kneifkäfer-Pokémon,Pokémon Escarabajo
MONSTER_128,MONSTER_NAME,Tauros,Tauros,Tauros,Tauros,Tauros
MONSTER_128_DESC,MONSTER_DESCRIPTION,Wild Bull Pokémon,Pokémon Buffle,Pokémon Torobrado,Wildbullen-Pokémon,Pokémon Toro Bravo
MONSTER_129,MONSTER_NAME,Magikarp,Magicarpe,Magikarp,Karpador,Magikarp
MONSTER_129_DESC,MONSTER_DESCRIPTION,Fish Pokémon,Pokémon Poisson,Pokémon Pesce,Fisch-Pokémon,Pokémon Pez
MONSTER_130,MONSTER_NAME,Gyarados,Léviator,Gyarados,Garados,Gyarados
MONSTER_130_DESC,MONSTER_DESCRIPTION,Atrocious Pokémon,Pokémon Terrifiant,Pokémon Atroce,Grausam-Pokémon,Pokémon Atrocidad
MONSTER_131,MONSTER_NAME,Lapras,Lokhlass,Lapras,Lapras,Lapras
MONSTER_131_DESC,MONSTER_DESCRIPTION,Transport Pokémon,Pokémon Transport,Pokémon Trasporto,Transport-Pokémon,Pokémon Transporte
MONSTER_132,MONSTER_NAME,Ditto,Métamorph,Ditto,Ditto,Ditto
MONSTER_132_DESC,MONSTER_DESCRIPTION,Transform Pokémon,Pokémon Morphing,Pokémon Mutante,Transform-Pokémon,Pokémon Transformación
MONSTER_133,MONSTER_NAME,Eevee,Évoli,Eevee,Evoli,Eevee
MONSTER_133_DESC,MONSTER_DESCRIPTION,Evolution Pokémon,Pokémon Évolutif,Pokémon Evoluzione,Evolutions-Pokémon,Pokémon Evolución
MONSTER_134,MONSTER_NAME,Vaporeon,Aquali,Vaporeon,Aquana,Vaporeon
MONSTER_134_DESC,MONSTER_DESCRIPTION,Bubble Jet Pokémon,Pokémon Bulleur,Pokémon Bollajet,Blubbblasen-Pokémon,Pokémon Burbuja
MONSTER_135,MONSTER_NAME,Jolteon,Voltali,Jolteon,Blitza,Jolteon
MONSTER_135_DESC,MONSTER_DESCRIPTION,Lightning Pokémon,Pokémon Orage,Pokémon Luminoso,Blitz-Pokémon,Pokémon Relámpago
MONSTER_136,MONSTER_NAME,Flareon,Pyroli,Flareon,Flamara,Flareon
MONSTER_136_DESC,MONSTER_DESCRIPTION,Flame Pokémon,Pokémon Flamme,Pokémon Fiamma,Feuer-Pokémon,Pokémon Llama
MONSTER_137,MONSTER_NAME,Porygon,Porygon,Porygon,Porygon,Porygon
MONSTER_137_DESC,MONSTER_DESCRIPTION,Virtual Pokémon,Pokémon Virtuel,Pokémon Virtuale,Virtuell-Pokémon,Pokémon Virtual
MONSTER_138,MONSTER_NAME,Omanyte,Amonita,Omanyte,Amonitas,Omanyte
MONSTER_138_DESC,MONSTER_DESCRIPTION,Spiral Pokémon,Pokémon Spirale,Pokémon Spirale,Spiralen-Pokémon,Pokémon Espiral
MONSTER_139,MONSTER_NAME,Omastar,Amonistar,Omastar,Amoroso,Omastar
MONSTER_139_DESC,MONSTER_DESCRIPTION,Spiral Pokémon,Pokémon Spirale,Pokémon Spirale,Spiralen-Pokémon,Pokémon Espiral
MONSTER_140,MONSTER_NAME,Kabuto,Kabuto,Kabuto,Kabuto,Kabuto
MONSTER_140_DESC,MONSTER_DESCRIPTION,Shellfish Pokémon,Pokémon Carapace,Pokémon Crostaceo,Schaltier-Pokémon,Pokémon Armazón
MONSTER_141,MONSTER_NAME,Kabutops,Kabutops,Kabutops,Kabutops,Kabutops
MONSTER_141_DESC,MONSTER_DESCRIPTION,Shellfish Pokémon,Pokémon Carapace,Pokémon Crostaceo,Schaltier-Pokémon,Pokémon Armazón
MONSTER_142,MONSTER_NAME,Aerodactyl,Ptéra,Aerodactyl,Aerodactyl,Aerodactyl
MONSTER_142_DESC,MONSTER_DESCRIPTION,Fossil Pokémon,Pokémon Fossile,Pokémon Fossile,Fossil-Pokémon,Pokémon Fósil
MONSTER_143,MONSTER_NAME,Snorlax,Ronflex,Snorlax,Relaxo,Snorlax
MONSTER_143_DESC,MONSTER_DESCRIPTION,Sleeping Pokémon,Pokémon Pionceur,Pokémon Sonno,Tagträumer-Pokémon,Pokémon Dormir
MONSTER_144,MONSTER_NAME,Articuno,Artikodin,Articuno,Arktos,Articuno
MONSTER_144_DESC,MONSTER_DESCRIPTION,Freeze Pokémon,Pokémon Glaciaire,Pokémon Gelo,Eis-Pokémon,Pokémon Congelar
MONSTER_145,MONSTER_NAME,Zapdos,Électhor,Zapdos,Zapdos,Zapdos
MONSTER_145_DESC,MONSTER_DESCRIPTION,Electric Pokémon,Pokémon Électrique,Pokémon Elettrico,Elektro-Pokémon,Pokémon Eléctrico
MONSTER_146,MONSTER_NAME,Moltres,Sulfura,Moltres,Lavados,Moltres
MONSTER_146_DESC,MONSTER_DESCRIPTION,Flame Pokémon,Pokémon Flamme,Pokémon Fiamma,Flammen-Pokémon,Pokémon Llama
MONSTER_147,MONSTER_NAME,Dratini,Minidraco,Dratini,Dratini,Dratini
MONSTER_147_DESC,MONSTER_DESCRIPTION,Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón
MONSTER_148,MONSTER_NAME,Dragonair,Draco,Dragonair,Dragonir,Dragonair
MONSTER_148_DESC,MONSTER_DESCRIPTION,Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón
MONSTER_149,MONSTER_NAME,Dragonite,Dracolosse,Dragonite,Dragoran,Dragonite
MONSTER_149_DESC,MONSTER_DESCRIPTION,Dragon Pokémon,Pokémon Dragon,Pokémon Drago,Drachen-Pokémon,Pokémon Dragón
MONSTER_150,MONSTER_NAME,Mewtwo,Mewtwo,Mewtwo,Mewtu,Mewtwo
MONSTER_150_DESC,MONSTER_DESCRIPTION,Genetic Pokémon,Pokémon Génétique,Pokémon Genetico,Genmutanten-Pokémon,Pokémon Genético
MONSTER_151,MONSTER_NAME,Mew,Mew,Mew,Mew,Mew
MONSTER_151_DESC,MONSTER_DESCRIPTION,New Species Pokémon,Pokémon Nouveau,Pokémon Novaspecie,Neue Art-Pokémon,Pokémon Nueva Especie
MONSTER_152,MONSTER_NAME,Chikorita,Germignon,Chikorita,Endivie,Chikorita
MONSTER_152_DESC,MONSTER_DESCRIPTION,Leaf Pokémon,Pokémon Feuille,Pokémon Foglia,Laub,Pokémon Hoja
MONSTER_153,MONSTER_NAME,Bayleef,Macronium,Bayleef,Lorblatt,Bayleef
MONSTER_153_DESC,MONSTER_DESCRIPTION,Leaf Pokémon,Pokémon Feuille,Pokémon Foglia,Laub,Pokémon Hoja
MONSTER_154,MONSTER_NAME,Meganium,Méganium,Meganium,Meganie,Meganium
MONSTER_154_DESC,MONSTER_DESCRIPTION,Herb Pokémon,Pokémon Herbe,Pokémon Erbe,Kräuter,Pokémon Hierba
MONSTER_155,MONSTER_NAME,Cyndaquil,Héricendre,Cyndaquil,Feurigel,Cyndaquil
MONSTER_155_DESC,MONSTER_DESCRIPTION,Fire Mouse Pokémon,Pokémon Souris Feu,Pokémon Fuocotopo,Feuermaus,Pokémon Ratón Fuego
MONSTER_156,MONSTER_NAME,Quilava,Feurisson,Quilava,Igelavar,Quilava
MONSTER_156_DESC,MONSTER_DESCRIPTION,Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan,Pokémon Volcán
MONSTER_157,MONSTER_NAME,Typhlosion,Typhlosion,Typhlosion,Tornupto,Typhlosion
MONSTER_157_DESC,MONSTER_DESCRIPTION,Volcano Pokémon,Pokémon Volcan,Pokémon Vulcano,Vulkan,Pokémon Volcán
MONSTER_158,MONSTER_NAME,Totodile,Kaiminus,Totodile,Karnimani,Totodile
MONSTER_158_DESC,MONSTER_DESCRIPTION,Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul,Pokémon Fauces
MONSTER_159,MONSTER_NAME,Croconaw,Crocrodil,Croconaw,Tyracroc,Croconaw
MONSTER_159_DESC,MONSTER_DESCRIPTION,Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul,Pokémon Fauces
MONSTER_160,MONSTER_NAME,Feraligatr,Aligatueur,Feraligatr,Impergator,Feraligatr
MONSTER_160_DESC,MONSTER_DESCRIPTION,Big Jaw Pokémon,Pokémon Mâchoire,Pokémon Mascellone,Großmaul,Pokémon Fauces
MONSTER_161,MONSTER_NAME,Sentret,Fouinette,Sentret,Wiesor,Sentret
MONSTER_161_DESC,MONSTER_DESCRIPTION,Scout Pokémon,Pokémon Espion,Pokémon Esplorante,Späher,Pokémon Explorador
MONSTER_162,MONSTER_NAME,Furret,Fouinar,Furret,Wiesenior,Furret
MONSTER_162_DESC,MONSTER_DESCRIPTION,Long Body Pokémon,Pokémon Allongé,Pokémon Lungocorpo,Langleib,Pokémon Alargado
MONSTER_163,MONSTER_NAME,Hoothoot,Hoothoot,Hoothoot,Hoothoot,Hoothoot
MONSTER_163_DESC,MONSTER_DESCRIPTION,Owl Pokémon,Pokémon Hibou,Pokémon Gufo,Eulen-Pokémon,Pokémon Búho
MONSTER_164,MONSTER_NAME,Noctowl,Noarfang,Noctowl,Noctuh,Noctowl
MONSTER_164_DESC,MONSTER_DESCRIPTION,Owl Pokémon,Pokémon Hibou,Pokémon Gufo,Eulen-Pokémon,Pokémon Búho
MONSTER_165,MONSTER_NAME,Ledyba,Coxy,Ledyba,Ledyba,Ledyba
MONSTER_165_DESC,MONSTER_DESCRIPTION,Five Star Pokémon,Pokémon 5 Étoiles,Pokémon Pentastra,Fünf-Punkt,Pokémon 5 Estrellas
MONSTER_166,MONSTER_NAME,Ledian,Coxyclaque,Ledian,Ledian,Ledian
MONSTER_166_DESC,MONSTER_DESCRIPTION,Five Star Pokémon,Pokémon 5 Étoiles,Pokémon Pentastra,Fünf-Punkt,Pokémon 5 Estrellas
MONSTER_167,MONSTER_NAME,Spinarak,Mimigal,Spinarak,Webarak,Spinarak
MONSTER_167_DESC,MONSTER_DESCRIPTION,String Spit Pokémon,Pokémon Crache Fil,Pokémon Tela,Fadenwurf,Pokémon Escupesoga
MONSTER_168,MONSTER_NAME,Ariados,Migalos,Ariados,Ariados,Ariados
MONSTER_168_DESC,MONSTER_DESCRIPTION,Long Leg Pokémon,Pokémon Long-Patte,Pokémon Lungazampa,Langbein,Pokémon Pata Larga
MONSTER_169,MONSTER_NAME,Crobat,Nostenfer,Crobat,Iksbat,Crobat
MONSTER_169_DESC,MONSTER_DESCRIPTION,Bat Pokémon,Pokémon Chovsouris,Pokémon Pipistrello,Fledermaus-Pokémon,Pokémon Murciélago
MONSTER_170,MONSTER_NAME,Chinchou,Loupio,Chinchou,Lampi,Chinchou
MONSTER_170_DESC,MONSTER_DESCRIPTION,Angler Pokémon,Pokémon Poisson,Pokémon Pescatore,Angler-Pokémon,Pokémon Rape
MONSTER_171,MONSTER_NAME,Lanturn,Lanturn,Lanturn,Lanturn,Lanturn
MONSTER_171_DESC,MONSTER_DESCRIPTION,Light Pokémon,Pokémon Lumière,Pokémon Luce,Leuchten-Pokémon,Pokémon Luz
MONSTER_172,MONSTER_NAME,Pichu,Pichu,Pichu,Pichu,Pichu
MONSTER_172_DESC,MONSTER_DESCRIPTION,Tiny Mouse Pokémon,Pokémon Minisouris,Pokémon Topino,Babymaus-Pokémon,Pokémon Ratoncito
MONSTER_173,MONSTER_NAME,Cleffa,Mélo,Cleffa,Pii,Cleffa
MONSTER_173_DESC,MONSTER_DESCRIPTION,Star Shape Pokémon,Pokémon Étoile,Pokémon Stella,Sternform-Pokémon,Pokémon Estrella
MONSTER_174,MONSTER_NAME,Igglybuff,Toudoudou,Igglybuff,Fluffeluff,Igglybuff
MONSTER_174_DESC,MONSTER_DESCRIPTION,Balloon Pokémon,Pokémon Bouboule,Pokémon Pallone,Ballon-Pokémon,Pokémon Globo
MONSTER_175,MONSTER_NAME,Togepi,Togepi,Togepi,Togepi,Togepi
MONSTER_175_DESC,MONSTER_DESCRIPTION,Spike Ball Pokémon,Pokémon Balle Pic,Pokémon Pallapunte,Zackenball-Pokémon,Pokémon Bolaclavos
MONSTER_176,MONSTER_NAME,Togetic,Togetic,Togetic,Togetic,Togetic
MONSTER_176_DESC,MONSTER_DESCRIPTION,Happiness Pokémon,Pokémon Bonheur,Pokémon Felicità,Freuden-Pokémon,Pokémon Felicidad
MONSTER_177,MONSTER_NAME,Natu,Natu,Natu,Natu,Natu
MONSTER_177_DESC,MONSTER_DESCRIPTION,Tiny Bird Pokémon,Pokémon Minoiseau,Pokémon Uccellino,Kleinvogel-Pokémon,Pokémon Pajarito
MONSTER_178,MONSTER_NAME,Xatu,Xatu,Xatu,Xatu,Xatu
MONSTER_178_DESC,MONSTER_DESCRIPTION,Mystic Pokémon,Pokémon Mystique,Pokémon Magico,Mystik-Pokémon,Pokémon Místico
MONSTER_179,MONSTER_NAME,Mareep,Wattouat,Mareep,Voltilamm,Mareep
MONSTER_179_DESC,MONSTER_DESCRIPTION,Wool Pokémon,Pokémon Laine,Pokémon Lana,Wolle,Pokémon Lana
MONSTER_180,MONSTER_NAME,Flaaffy,Lainergie,Flaaffy,Waaty,Flaaffy
MONSTER_180_DESC,MONSTER_DESCRIPTION,Wool Pokémon,Pokémon Laine,Pokémon Lana,Wolle,Pokémon Lana
MONSTER_181,MONSTER_NAME,Ampharos,Pharamp,Ampharos,Ampharos,Ampharos
MONSTER_181_DESC,MONSTER_DESCRIPTION,Light Pokémon,Pokémon Lumière,Pokémon Luce,Leuchte,Pokémon Luz
MONSTER_182,MONSTER_NAME,Bellossom,Joliflor,Bellossom,Blubella,Bellossom
MONSTER_182_DESC,MONSTER_DESCRIPTION,Flower Pokémon,Pokémon Fleur,Pokémon Fiore,Blumen-Pokémon,Pokémon Flor
MONSTER_183,MONSTER_NAME,Marill,Marill,Marill,Marill,Marill
MONSTER_183_DESC,MONSTER_DESCRIPTION,Aqua Mouse Pokémon,Pokémon Aquasouris,Pokémon Acquatopo,Aquamaus-Pokémon,Pokémon Ratón Agua
MONSTER_184,MONSTER_NAME,Azumarill,Azumarill,Azumarill,Azumarill,Azumarill
MONSTER_184_DESC,MONSTER_DESCRIPTION,Aqua Rabbit Pokémon,Pokémon Aqualapin,Pokémon Acquniglio,Aquahasen-Pokémon,Pokémon Conejo Agua
MONSTER_185,MONSTER_NAME,Sudowoodo,Simularbre,Sudowoodo,Mogelbaum,Sudowoodo
MONSTER_185_DESC,MONSTER_DESCRIPTION,Imitation Pokémon,Pokémon Imitation,Pokémon Imitazione,Imitations-Pokémon,Pokémon Imitación
MONSTER_186,MONSTER_NAME,Politoed,Tarpaud,Politoed,Quaxo,Politoed
MONSTER_186_DESC,MONSTER_DESCRIPTION,Frog Pokémon,Pokémon Grenouille,Pokémon Rana,Frosch-Pokémon,Pokémon Rana
MONSTER_187,MONSTER_NAME,Hoppip,Granivol,Hoppip,Hoppspross,Hoppip
MONSTER_187_DESC,MONSTER_DESCRIPTION,Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn,Pokémon Algadón
MONSTER_188,MONSTER_NAME,Skiploom,Floravol,Skiploom,Hubelupf,Skiploom
MONSTER_188_DESC,MONSTER_DESCRIPTION,Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn,Pokémon Algadón
MONSTER_189,MONSTER_NAME,Jumpluff,Cotovol,Jumpluff,Papungha,Jumpluff
MONSTER_189_DESC,MONSTER_DESCRIPTION,Cottonweed Pokémon,Pokémon Pissenlit,Pokémon Gramigna,Löwenzahn,Pokémon Algadón
MONSTER_190,MONSTER_NAME,Aipom,Capumain,Aipom,Griffel,Aipom
MONSTER_190_DESC,MONSTER_DESCRIPTION,Long Tail Pokémon,Pokémon Longqueue,Pokémon Lungacoda,Langschweif,Pokémon Cola Larga
MONSTER_191,MONSTER_NAME,Sunkern,Tournegrin,Sunkern,Sonnkern,Sunkern
MONSTER_191_DESC,MONSTER_DESCRIPTION,Seed Pokémon,Pokémon Graine,Pokémon Seme,Samen,Pokémon Semilla
MONSTER_192,MONSTER_NAME,Sunflora,Héliatronc,Sunflora,Sonnflora,Sunflora
MONSTER_192_DESC,MONSTER_DESCRIPTION,Sun Pokémon,Pokémon Soleil,Pokémon Sole,Sonne,Pokémon Sol
MONSTER_193,MONSTER_NAME,Yanma,Yanma,Yanma,Yanma,Yanma
MONSTER_193_DESC,MONSTER_DESCRIPTION,Clear Wing Pokémon,Pokémon Translaile,Pokémon Alachiara,Libelle,Pokémon Ala Clara
MONSTER_194,MONSTER_NAME,Wooper,Axoloto,Wooper,Felino,Wooper
MONSTER_194_DESC,MONSTER_DESCRIPTION,Water Fish Pokémon,Pokémon Poisson,Pokémon Acquapesce,Fisch-Pokémon,Pokémon Pez Agua
MONSTER_195,MONSTER_NAME,Quagsire,Maraiste,Quagsire,Morlord,Quagsire
MONSTER_195_DESC,MONSTER_DESCRIPTION,Water Fish Pokémon,Pokémon Poisson,Pokémon Acquapesce,Fisch-Pokémon,Pokémon Pez Agua
MONSTER_196,MONSTER_NAME,Espeon,Mentali,Espeon,Psiana,Espeon
MONSTER_196_DESC,MONSTER_DESCRIPTION,Sun Pokémon,Pokémon Soleil,Pokémon Sole,Sonnen-Pokémon,Pokémon Sol
MONSTER_197,MONSTER_NAME,Umbreon,Noctali,Umbreon,Nachtara,Umbreon
MONSTER_197_DESC,MONSTER_DESCRIPTION,Moonlight Pokémon,Pokémon Lune,Pokémon Lucelunare,Mondschein-Pokémon,Pokémon Luz Lunar
MONSTER_198,MONSTER_NAME,Murkrow,Cornèbre,Murkrow,Kramurx,Murkrow
MONSTER_198_DESC,MONSTER_DESCRIPTION,Darkness Pokémon,Pokémon Obscurité,Pokémon Oscurità,Finsternis,Pokémon Oscuridad
MONSTER_199,MONSTER_NAME,Slowking,Roigada,Slowking,Laschoking,Slowking
MONSTER_199_DESC,MONSTER_DESCRIPTION,Royal Pokémon,Pokémon Royal,Pokémon Reale,Monarchen-Pokémon,Pokémon Regio
MONSTER_200,MONSTER_NAME,Misdreavus,Feuforêve,Misdreavus,Traunfugil,Misdreavus
MONSTER_200_DESC,MONSTER_DESCRIPTION,Screech Pokémon,Pokémon Strident,Pokémon Strido,Kreischer,Pokémon Chirrido
MONSTER_201,MONSTER_NAME,Unown,Zarbi,Unown,Icognito,Unown
MONSTER_201_DESC,MONSTER_DESCRIPTION,Symbol Pokémon,Pokémon Symbolique,Pokémon Simbolo,Symbol,Pokémon Símbolo
MONSTER_202,MONSTER_NAME,Wobbuffet,Qulbutoké,Wobbuffet,Woingenau,Wobbuffet
MONSTER_202_DESC,MONSTER_DESCRIPTION,Patient Pokémon,Pokémon Patient,Pokémon Pazienza,Gedulds-Pokémon,Pokémon Paciente
MONSTER_203,MONSTER_NAME,Girafarig,Girafarig,Girafarig,Girafarig,Girafarig
MONSTER_203_DESC,MONSTER_DESCRIPTION,Long Neck Pokémon,Pokémon Long-Cou,Pokémon Lungocollo,Langhals,Pokémon Gran Cuello
MONSTER_204,MONSTER_NAME,Pineco,Pomdepik,Pineco,Tannza,Pineco
MONSTER_204_DESC,MONSTER_DESCRIPTION,Bagworm Pokémon,Pokémon Ver Caché,Pokémon Larva,Beutelwurm,Pokémon Larva
MONSTER_205,MONSTER_NAME,Forretress,Foretress,Forretress,Forstellka,Forretress
MONSTER_205_DESC,MONSTER_DESCRIPTION,Bagworm Pokémon,Pokémon Ver Caché,Pokémon Larva,Beutelwurm,Pokémon Larva
